date,num
25.01.2009,381335
26.01.2009,381335
27.01.2009,381342
28.01.2009,381335
29.01.2009,381335
30.01.2009,381335
31.01.2009,381349
01.02.2009,381342
02.02.2009,381349
03.02.2009,381429
04.02.2009,381349
05.02.2009,381349
06.02.2009,381429
07.02.2009,381429
08.02.2009,381429
09.02.2009,381429
10.02.2009,381415
11.02.2009,305008
12.02.2009,381429
13.02.2009,381429
14.02.2009,381429
15.02.2009,381429
16.02.2009,381429
17.02.2009,381429
18.02.2009,381429
19.02.2009,381429
20.02.2009,381429
21.02.2009,311727
22.02.2009,381575
23.02.2009,381575
24.02.2009,381575
25.02.2009,381575
26.02.2009,381575
27.02.2009,381561
28.02.2009,381575
01.03.2009,381575
02.03.2009,381575
03.03.2009,381575
04.03.2009,381575
05.03.2009,381310
06.03.2009,240
07.03.2009,216491
08.03.2009,381429
09.03.2009,379882
10.03.2009,221362
11.03.2009,381349
12.03.2009,381429
13.03.2009,381429
14.03.2009,381429
15.03.2009,381429
16.03.2009,381429
17.03.2009,381429
18.03.2009,381429
19.03.2009,381429
20.03.2009,266949
21.03.2009,381575
22.03.2009,381575
23.03.2009,381575
24.03.2009,381575
25.03.2009,381575
26.03.2009,381575
27.03.2009,381575
28.03.2009,397210
29.03.2009,365940
30.03.2009,381600
31.03.2009,381600
01.04.2009,381600
02.04.2009,335755
03.04.2009,381575
04.04.2009,381575
05.04.2009,381575
06.04.2009,381575
07.04.2009,381575
08.04.2009,381575
09.04.2009,381575
10.04.2009,381575
11.04.2009,367000
12.04.2009,381575
13.04.2009,381575
14.04.2009,366205
15.04.2009,381575
16.04.2009,381575
17.04.2009,381575
18.04.2009,381575
19.04.2009,381335
20.04.2009,381600
21.04.2009,381600
22.04.2009,381600
23.04.2009,259965
24.04.2009,381575
25.04.2009,375480
26.04.2009,381429
27.04.2009,381429
28.04.2009,381429
29.04.2009,381429
30.04.2009,362349
01.05.2009,381575
02.05.2009,381575
03.05.2009,381575
04.05.2009,381575
05.05.2009,381575
06.05.2009,381575
07.05.2009,381575
08.05.2009,381575
09.05.2009,381575
10.05.2009,381575
11.05.2009,381575
12.05.2009,260735
13.05.2009,381429
14.05.2009,381429
15.05.2009,381429
16.05.2009,94
17.05.2009,0
18.05.2009,370735
19.05.2009,381575
20.05.2009,240
21.05.2009,255453
22.05.2009,381575
23.05.2009,240
24.05.2009,0
25.05.2009,0
26.05.2009,0
